166	1166	3i Curculio: 3i taxonomic databases, Curculionidae, subfamily Entiminae	3i Curculio	Broad-nosed weevils	Yunakov N.	Natural History Museum, University of Oslo, Oslo, Norway	Nikolay Yunakov	May 2017	2017-05-04	Entiminae is the largest subfamily of weevils, small to medium sized phyllophagous weevils with deciduous mandibular process and mostly root-feeding larva. The checklist was generated from the 3i database which provides information on all species, including, distributional and host plant data, and literature references. 3i (Internet-accessible Interactive Identification) is a set of software tools for creating on-line identification keys, taxonomic databases, and virtual taxonomic revisions.	Global
167	1167	ZorapteraSF: Zoraptera Species File	ZorapteraSF	Zorapterans	Maehr M.D. & Hopkins H.	Illinois Natural History Survey, Champaign IL, USA	Mike Maehr	5.0, Jun 2017	2017-06-06	Zoraptera Species File contains taxonomic and other information on the zorapterans of the world.	Global
168	1168	MantophasmatodeaSF: Mantophasmatodea Species File	MantophasmatodeaSF	Gladiators or rock crawlers	Maehr M.D. & Hopkins H.	Illinois Natural History Survey, Champaign IL, USA	Mike Maehr	5.0/5.0, Jun 2017	2017-06-06	Mantophasmatodea Species File is a database and website with taxonomic and other information on gladiators or rock crawlers of the insect order Mantophasmatodea.	Global
169	1169	ChrysididaeSF: Chrysididae Species File	ChrysididaeSF	Cuckoo wasps or emerald wasps	Baker E.	Natural History Museum, London, UK	Ed Baker	5.0, Jun 2017	2017-06-06	The Chrysididae Species File is a taxonomic database of the Chrysidid subfamilies Amiseginae and Loboscelidiinae. These understudied wasps are believed to be obligate egg-parasitoids of stick insects (see Phasmida Species File). The goal of this database is to provide a central point for information about these wasps, including their host relationships which are at present poorly understood. It is hoped that an up-to-date and centralised database will facilitate studies on these enigmatic insects, both by hymenopterists and phasmatologists.	Global
170	1170	GrylloblattodeaSF: Grylloblattodea Species File	GrylloblattodeaSF	Ice crawlers	Hopkins H. & Maehr M.D.	Illinois Natural History Survey, Champaign IL, USA	Heidi Hopkins	5.0, Junl 2017	2017-06-06	Grylloblattodea Species File website and database contains taxonomic information on ice crawlers.	Global
171	1171	PBI Plant Bug: On-line Systematic Catalog of Plant Bugs (Insecta: Heteroptera: Miridae)	PBI Plant Bug	Plant bugs	Schuh R.T.	The American Museum of Natural History, New York NY, USA	Christine Johnson for Toby Schuh	Mar 2013	2016-01-11	The Planetary Biodiversity Inventory (PBI) for Plant Bugs provides a resource about the global plant bug subfamilies Orthotylinae and Phylinae (Insecta: Heteroptera: Miridae) to systematists, insect ecologists, conservation biologists, the general public, and students via the Internet. The database was made possible with the generous support from the National Science Foundation in 2003-2011.	Global
172	1172	Nepticuloidea: Nepticulidae and Opostegidae of the World	Nepticuloidea	Pigmy moths & white eyecap moths	Nieukerken E.J. van (ed)	Naturalis Biodiversity Center, Leiden, The Netherlands	NULL	Oct 2016	2016-10-31	This database covers all global extant and fossil species of Nepticuloidea. It is based on the scratchpad Nepticuloidea.info, and the fixed publication <i>Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR (2016). Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246.</i> <a href="https://doi.org/10.3897/zookeys.628.9799" target="_blank">doi: 10.3897/zookeys.628.9799</a>, all published on October 31st, 2016. The database covers all current valid names, and all known synonyms, various combinations and synonymic infra-subspecific names. The publication also provides biogeographic regions, the full classification, including species groups, many notes and a taxonomic history and "state of the art". The scratchpad also contains details on types, country distribution, and a growing number of multimedia and descriptions. Excluded names and dubious names, not present in CoL can also be found in both other sources.	Global
173	1173	LygaeoideaSF: Lygaeoidea Species File 	LygaeoideaSF	Seed bugs	Dellapé P.M. & Henry T.J.	División Entomología, Museo de La Plata, La Plata,Argentina	Pablo Dellapé	5.0/5.0, Jun 2017	2017-06-06	The Lygaeoidea Species File database contains taxonomic and other information about all the seed bugs of the world, both living and fossil.  <p>Note: This online catalog is under continual development as more specimen data and other information are added.	Global
174	1174	PaleoBioDB: The Paleobiology Database	PaleoBioDB	Paleoradiolarians, trilobites, paleodecapods, ammonites, belemnites, paleobrachyopods, dinosaurs and other paleoreptiles	Paleobiology Database contributors	The Paleobiology Database Executive Committee	Matthew Clapham <sec@paleobiodb.org>, Mark Uhen <muhen@gmu.edu>	Jan 2017	2017-01-18	The Paleobiology Database (PaleoBioDB) is a non-governmental, non-profit public resource for paleontological data. It has been organized and operated by a multi-disciplinary, multi-institutional, international group of paleobiological researchers. Its purpose is to provide global, collection-based occurrence and taxonomic data for organisms of all geological ages, as well data services to allow easy access to data for independent development of analytical tools, visualization software, and applications of all types. The Database’s broader goal is to encourage and enable data-driven collaborative efforts that address large-scale paleobiological questions.	Global
175	1175	WoRMS Ostracoda: World Ostracoda Database	WoRMS Ostracoda	Ostracods	Brandão S.N. Angel M.V. Karanovic I. Perrier V. & Yasuhara M.	University of Hamburg, Germany; Universidade Federal do Rio Grande do Norte, Brazil	Brandão, S. N.; Angel, M. V.; Karanovic, I.; Perrier, V. & Yasuhara, M. .	2017-07-01	2017-07-01	The Recent or extant taxa from the World Ostracoda Database-World Register of Marine Species includes mostly marine species, and was data-mined from thousands of publications (see sources in WoRMS). Concerning the Recent non-marine  Ostracoda, very few of the 2,000 species and approximately 200 genera of are included in the present data, because they have already been compiled by Martens et al. (2007). Concerning the high level classification (i.e., down to family level), we follow different authors. The Recent Podocopa classification mostly follows Horne et al. (2002), with two exceptions. First, we include Platycopida within the subclass Platycopa, while Horne et al. (2002) place it within Podocopa. Second, we place the superfamily Puncioidea (which includes a few Recent species) directly in the subclass Palaeocopa, while Horne et al (2002) include it within Subclass Podocopa, order Palaeocopida and  Suborder Kirkbyocopina. The classification of Recent Myodocopa follows diverse classifications of Kornicker and collaborators (e.g. Kornicker et al., 2007).    Horne, D.J., Cohen, A.C. & Martens, K. (2002). Taxonomy, morphology and biology of Quaternary and living Ostracoda. In: J. Holmes and A. Chivas (Eds), The Ostracoda. Applications in Quaternary Research. Geophysical Monograph. American Geophysical Union, Washington, DC, pp. 5-35.     Kornicker, L.S., Iliffe, T.M. & Harrison-Nelson, E. (2007) Ostracoda (Myodocopa) from anchialine caves and ocean blue holes. Zootaxa 1565, 3-151.     Martens, K., Schön, I., Meisch, C. & Horne, D.J. (2008) Global diversity of ostracods (Ostracoda, Crustacea) in freshwater. Hydrobiologia 595, 185-193.	Global
176	1176	WoRMS Hexacoral: Hexacorallians of the World	WoRMS Hexacoral	Sea anemones, tube anemones, hard corals, black corals	Fautin D.G.	The University of Kansas, Lawrence KS, USA	Fautin, Daphne G. (2013).	2017-07-01	2017-07-01	A compilation of publications concerning taxonomy, nomenclature, and geographic distribution of extant hexacorallians - members of cnidarian orders Actiniaria (sea anemones in the strict sense), Antipatharia (black corals), Ceriantharia (tube anemones), Corallimorpharia (sea anemones in the loose sense), Ptychodactiaria (sea anemones in the loose sense), Scleractinia (hard or stony corals), and Zoanthidea (sea anemones in the loose sense)	Global
177	1177	Gymnodinium: The dinoflagellate genus Gymnodinium checklist	Gymnodinium	NULL	Thessen A.	Individual custodian	NULL	0.1	2017-06-12	This dynamic, working classification of the genus Gymnodinium contains all Gymnodinium names and organizes them into proper reconciliation groups. It was created for the purpose of automated names reconciliation by the Global Names Project. The classification originated in http://dx.doi.org/10.1371/journal.pone.0044015 and has been improved since publication. The current data set can be found at https://github.com/diatomsRcool/gymnodiniales. The data set itself can be cited as 10.5281/zenodo.437529	Global
178	1178	WoRMS Appendicularia: World list of Appendicularia	WoRMS Appendicularia	Pelagic tunicates	Hopcroft R.	University of Alaska, Fairbanks AK, USA	Hopcroft, R.	2017-07-01	2017-07-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
179	1179	WoRMS Ceriantharia: World list of Ceriantharia	WoRMS Ceriantharia	Tube-dwelling anemones	Molodtsova T. & Stampar S.N.	Shirshov Institute of Oceanology, Moscow, Russia; Universidade Estadual Paulista, São Paulo, Brazil	Molodtsova, T.; Stampar, S.N.	2017-07-01	2017-07-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
180	1180	WoRMS Ctenophora: Phylum Ctenophora, a list of all valid species names harvested from the Internet between 1998 - present	WoRMS Ctenophora	Comb jellies, sea walnuts	Mills C.E.	University of Washington, Friday Harbor WA, USA	Mills, C.E. Internet (1998-present).	2017-07-01	2017-07-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
181	1181	WoRMS Cubozoa: World list of Cubozoa	WoRMS Cubozoa	Box jellyfishes, sea wasps 	Collins A.G. & Jarms G.	Department of Invertebrate Zoology, Smithsonian Institution, Washington DC, USA; Zoological Institute und Zoological Museum, University of Hamburg, Hamburg, Germany	Collins, A.G.; Jarms, G.	2017-07-01	2017-07-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
182	1182	WoRMS Loricifera: World list of Loricifera	WoRMS Loricifera	Loriciferans	Kristensen R.	University of Copenhagen, Copenhagen, Denmark	Kristensen, R.	2017-07-01	2017-07-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
183	1183	WoRMS PycnoBase: World Pycnogonida Database	WoRMS PycnoBase	Sea spiders	Bamber R.N., El Nagar A. & Arango C. (eds)	Queensland Museum, South Brisbane, Australia	Bamber, R.N., El Nagar, A. & Arango, C. (Eds) .	2017-07-01	2017-07-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
184	1184	WoRMS Staurozoa: World list of Staurozoa	WoRMS Staurozoa	Stalked jellyfishes	Collins A.G. & Jarms G.	Department of Invertebrate Zoology, Smithsonian Institution, Washington DC, USA; Zoological Institute und Zoological Museum, University of Hamburg, Hamburg, Germany	Collins, A.G.; Jams, G.	2017-07-01	2017-07-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
185	1185	WoRMS Thaliacea: World list of Thaliacea	WoRMS Thaliacea	Thaliaceans	Madin L.	Woods Hole Oceanographic Institution, Woods Hole MA, USA	Madin, L.	2017-07-01	2017-07-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
186	1186	WoRMS Ascidiacea: Ascidiacea World Database	WoRMS Ascidiacea	Ascidians, sea squirts	Shenkar N., Gittenberger A., Lambert G., Rius M., Moreira Da Rocha R., Swalla B.J. , Turon X.	Faculty of Life Sciences, Tel-Aviv University, Tel-Aviv, Israel;  
Naturalis Biodiversity Center, Leiden, Netherlands; 
Friday Harbor Laboratories, University of Washington, Friday Harbor WA, USA;  
National Oceanography Centre, University of Southampton, Southampton, UK; 
Departamento de Zoologia, Universidade Federal do Paraná, Curitiba, Brasil; 
Biology Department, University of Washington, Seattle WA, USA; 
Centre for Advanced Studies of Blanes, Consejo Superior de Investigaciones Cien	Shenkar, N.;  Gittenberger, A.; Lambert, G.; Rius, M.; Moreira Da Rocha, R.; Swalla, B.J.; Turon, X.	2017-07-01	2017-07-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
187	1187	WoRMS Echiura: World list of Echiura	WoRMS Echiura	Echiurans, burrow worms, spoon worms	Murina V.	Kagoshima University, Kagoshima, Japan; Agnes Scott College	Murina, V.	2017-07-01	2017-07-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
188	1188	WoRMS Scyphozoa: World list of Scyphozoa	WoRMS Scyphozoa	Jellyfishes	Jarms G. & Morandini A.C.	Zoological Institute und Zoological Museum, University of Hamburg, Hamburg, Germany; Laboratório de Cultivo e Estudos de Cnidaria, University of São Paulo, São Paulo, Brazil 	Jarms, G.; Jams, G.; Morandini, A.C.	2017-07-01	2017-07-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
189	1189	3i Aetalionidae, Melizoderidae, Myerslopiidae: 3i interactive keys and taxonomic databases, familes Aetalionidae, Melizoderid	3i Aetalionidae, Melizoderidae, Myerslopiidae	Treehoppers	Dmitriev D.	Illinois Natural History Survey, Champaign IL, USA	Dmitry Dmitriev	Jul 2017	2017-07-31	The checklist was generated from the 3i database which provides information on all species, including descriptive, distributional and host plant data, and literature references. 3i (Internet-accessible Interactive Identification) is a set of software tools for creating on-line identification keys, taxonomic databases, and virtual taxonomic revisions.	Global
500	1500	CoL Management Classification: A Higher Level Classification of All Living Organisms 	CoL Management Classification	Biota	Ruggiero M.A., Gordon D.P., Orrell T.M., Bailly N., Bourgoin T., Brusca R.C., Cavalier-Smith T., Guiry M.D., Kirk P.M.	CoL Hierarchy Panel	Mike Ruggiero	2015	2015-04-29	"We present a consensus classification of life to embrace the more than 1.6 million species already provided by more than 3,000 taxonomists? expert opinions in a unified and coherent, hierarchically ranked system known as the Catalogue of Life (CoL). The intent of this collaborative effort is to provide a hierarchical classification serving not only the needs of the CoL's database providers but also the diverse public-domain user community, most of whom are familiar with the Linnaean conceptual system of ordering taxon relationships. This classification is neither phylogenetic nor evolutionary but instead represents a consensus view that accommodates taxonomic choices and practical compromises among diverse expert opinions, public usages, and conflicting evidence about the boundaries between taxa and the ranks of major taxa, including kingdoms. Certain key issues, some not fully resolved, are addressed in particular. Beyond its immediate use as a management tool for the CoL and ITIS (Integrated Taxonomic Information System), it is immediately valuable as a reference for taxonomic and biodiversity research, as a tool for societal communication, and as a classificatory "backbone" for biodiversity databases, museum collections, libraries, and textbooks. Such a modern comprehensive hierarchy has not previously existed at this level of specificity." <i>PLoS ONE 10(4): e0119248. doi:10.1371/jou</i>	NULL
501	1501	 IRMNG: Interim Register of Marine and Nonmarine Genera	IRMNG	All genera	Rees T.	Commonwealth Scientific and Industrial Research Organisation, Australia.	Tony Rees	Jan 2014	2014-01-30	The Interim Register of Marine and Nonmarine Genera (IRMNG) is a project of OBIS Australia designed to assist in the provision of marine species data to OBIS, by permitting the discrimination of marine from nonmarine (and extant from fossil) species records on the basis of the genus name portion of their scientific name (normally, genus + species, or genus + species + infraspecies if applicable). The aim of the project is to (a) assemble as complete a list as possible of the estimated 150,000 extant and 50,000 fossil generic names in current use, plus their possible further 250,000-300,000 synonyms, and (b) flag as many of these as is possible with their marine/nonmarine, and extant/fossil, status. Relevant species lists are also being attached to the "correct" instances of genus names as available.   	Global
